LOCALIDAD;PARCELA;FECHA;COD_EJEMPLAR;RAMA;ELONGACION;LONG_ELONG
Camarate;CIR1;22/9/2015 0:00:00;9;R3;Elong 2;3.20
Camarate;CIR1;22/9/2015 0:00:00;9;R2;Elong 2;1.60
Camarate;CIR1;22/9/2015 0:00:00;8;R3;Elong 2;1.80
Camarate;CIR1;22/9/2015 0:00:00;8;R1;Elong 2;1.70
Camarate;CIR1;22/9/2015 0:00:00;7;R3;Elong 2;1.20
Camarate;CIR1;22/9/2015 0:00:00;2;R3;Elong 2;1.20
Camarate;CIR1;22/9/2015 0:00:00;7;R1;Elong 2;3.40
Camarate;CIR1;22/9/2015 0:00:00;10;R1;Elong 2;3.60
Camarate;CIR1;22/9/2015 0:00:00;6;R2;Elong 2;4.50
Camarate;CIR1;22/9/2015 0:00:00;6;R1;Elong 2;3.10
Camarate;CIR1;22/9/2015 0:00:00;5;R3;Elong 2;0.60
Camarate;CIR1;22/9/2015 0:00:00;1;R1;Elong 2;1.00
Camarate;CIR1;22/9/2015 0:00:00;1;R2;Elong 2;1.00
Camarate;CIR1;22/9/2015 0:00:00;1;R3;Elong 2;3.60
Camarate;CIR1;22/9/2015 0:00:00;7;R2;Elong 2;3.50
Camarate;CIR1;22/9/2015 0:00:00;8;R2;Elong 3;2.30
Camarate;CIR1;22/9/2015 0:00:00;9;R3;Elong 1;3.30
Camarate;CIR1;22/9/2015 0:00:00;4;R1;Elong 3;10.40
Camarate;CIR1;22/9/2015 0:00:00;4;R2;Elong 3;5.80
Camarate;CIR1;22/9/2015 0:00:00;4;R3;Elong 3;4.50
Camarate;CIR1;22/9/2015 0:00:00;5;R1;Elong 3;2.40
Camarate;CIR1;22/9/2015 0:00:00;5;R2;Elong 3;3.00
Camarate;CIR1;22/9/2015 0:00:00;5;R3;Elong 3;3.20
Camarate;CIR1;22/9/2015 0:00:00;6;R1;Elong 3;9.20
Camarate;CIR1;22/9/2015 0:00:00;6;R2;Elong 3;4.60
Camarate;CIR1;22/9/2015 0:00:00;6;R3;Elong 3;3.20
Camarate;CIR1;22/9/2015 0:00:00;7;R1;Elong 3;1.80
Camarate;CIR1;22/9/2015 0:00:00;7;R2;Elong 3;1.50
Camarate;CIR1;22/9/2015 0:00:00;3;R2;Elong 3;1.20
Camarate;CIR1;22/9/2015 0:00:00;8;R1;Elong 3;5.10
Camarate;CIR1;22/9/2015 0:00:00;3;R1;Elong 3;3.00
Camarate;CIR1;22/9/2015 0:00:00;8;R3;Elong 3;0.60
Camarate;CIR1;22/9/2015 0:00:00;9;R1;Elong 3;0.50
Camarate;CIR1;22/9/2015 0:00:00;9;R2;Elong 3;2.40
Camarate;CIR1;22/9/2015 0:00:00;9;R3;Elong 3;0.60
Camarate;CIR1;22/9/2015 0:00:00;10;R1;Elong 3;9.00
Camarate;CIR1;22/9/2015 0:00:00;10;R2;Elong 3;14.70
Camarate;CIR1;22/9/2015 0:00:00;10;R3;Elong 3;18.70
Camarate;CIR2;22/9/2015 0:00:00;1;R1;Elong 3;3.70
Camarate;CIR2;22/9/2015 0:00:00;1;R2;Elong 3;3.90
Camarate;CIR2;22/9/2015 0:00:00;1;R3;Elong 3;8.60
Camarate;CIR2;22/9/2015 0:00:00;2;R1;Elong 3;1.80
Camarate;CIR2;22/9/2015 0:00:00;2;R2;Elong 3;2.30
Camarate;CIR1;22/9/2015 0:00:00;7;R3;Elong 3;2.20
Camarate;CIR1;22/9/2015 0:00:00;1;R3;Elong 1;2.20
Camarate;CIR2;22/9/2015 0:00:00;10;R2;Elong 2;2.00
Camarate;CIR2;22/9/2015 0:00:00;10;R1;Elong 2;2.40
Camarate;CIR2;22/9/2015 0:00:00;9;R3;Elong 2;3.00
Camarate;CIR2;22/9/2015 0:00:00;9;R2;Elong 2;0.60
Camarate;CIR2;22/9/2015 0:00:00;9;R1;Elong 2;0.60
Camarate;CIR2;22/9/2015 0:00:00;8;R3;Elong 2;0.90
Camarate;CIR2;22/9/2015 0:00:00;8;R2;Elong 2;2.60
Camarate;CIR2;22/9/2015 0:00:00;8;R1;Elong 2;2.70
Camarate;CIR2;22/9/2015 0:00:00;7;R3;Elong 2;5.00
Camarate;CIR2;22/9/2015 0:00:00;7;R2;Elong 2;1.50
Camarate;CIR2;22/9/2015 0:00:00;7;R1;Elong 2;1.30
Camarate;CIR2;22/9/2015 0:00:00;6;R3;Elong 2;5.50
Camarate;CIR1;22/9/2015 0:00:00;3;R3;Elong 3;4.60
Camarate;CIR1;22/9/2015 0:00:00;1;R2;Elong 1;1.20
Camarate;CIR2;22/9/2015 0:00:00;3;R2;Elong 3;7.00
Camarate;CIR1;22/9/2015 0:00:00;2;R1;Elong 1;2.60
Camarate;CIR1;22/9/2015 0:00:00;2;R2;Elong 1;3.60
Camarate;CIR1;22/9/2015 0:00:00;2;R3;Elong 1;1.70
Camarate;CIR1;22/9/2015 0:00:00;3;R1;Elong 1;0.80
Camarate;CIR1;22/9/2015 0:00:00;3;R2;Elong 1;1.80
Camarate;CIR1;22/9/2015 0:00:00;3;R3;Elong 1;2.20
Camarate;CIR1;22/9/2015 0:00:00;1;R1;Elong 3;1.60
Camarate;CIR1;22/9/2015 0:00:00;1;R2;Elong 3;0.70
Camarate;CIR1;22/9/2015 0:00:00;1;R3;Elong 3;2.50
Camarate;CIR1;22/9/2015 0:00:00;2;R1;Elong 3;2.00
Camarate;CIR1;22/9/2015 0:00:00;2;R2;Elong 3;3.50
Camarate;CIR1;22/9/2015 0:00:00;2;R3;Elong 3;0.70
Camarate;CIR1;22/9/2015 0:00:00;1;R1;Elong 1;2.60
Camarate;CIR2;22/9/2015 0:00:00;4;R3;Elong 2;3.20
Camarate;CIR2;22/9/2015 0:00:00;10;R1;Elong 3;1.80
Camarate;CIR2;22/9/2015 0:00:00;10;R2;Elong 3;2.50
Camarate;CIR2;22/9/2015 0:00:00;10;R3;Elong 3;1.90
Camarate;CIR1;22/9/2015 0:00:00;7;R2;Elong 1;2.00
Camarate;CIR1;22/9/2015 0:00:00;7;R3;Elong 1;1.00
Camarate;CIR1;22/9/2015 0:00:00;8;R1;Elong 1;2.50
Camarate;CIR2;22/9/2015 0:00:00;10;R3;Elong 2;1.80
Camarate;CIR1;22/9/2015 0:00:00;8;R2;Elong 1;2.10
Camarate;CIR1;22/9/2015 0:00:00;8;R3;Elong 1;1.70
Camarate;CIR2;22/9/2015 0:00:00;6;R2;Elong 2;3.50
Camarate;CIR2;22/9/2015 0:00:00;6;R1;Elong 2;1.60
Camarate;CIR2;22/9/2015 0:00:00;5;R3;Elong 2;2.50
Camarate;CIR2;22/9/2015 0:00:00;2;R3;Elong 3;1.80
Camarate;CIR2;22/9/2015 0:00:00;5;R1;Elong 2;5.60
Camarate;CIR2;22/9/2015 0:00:00;9;R1;Elong 3;0.40
Camarate;CIR2;22/9/2015 0:00:00;4;R2;Elong 2;3.00
Camarate;CIR2;22/9/2015 0:00:00;4;R1;Elong 2;1.40
Camarate;CIR2;22/9/2015 0:00:00;3;R3;Elong 2;2.00
Camarate;CIR2;22/9/2015 0:00:00;3;R2;Elong 2;4.30
Camarate;CIR2;22/9/2015 0:00:00;3;R1;Elong 2;4.10
Camarate;CIR2;22/9/2015 0:00:00;2;R3;Elong 2;2.20
Camarate;CIR2;22/9/2015 0:00:00;2;R2;Elong 2;4.40
Camarate;CIR2;22/9/2015 0:00:00;2;R1;Elong 2;3.20
Camarate;CIR2;22/9/2015 0:00:00;1;R3;Elong 2;2.30
Camarate;CIR2;22/9/2015 0:00:00;1;R2;Elong 2;2.70
Camarate;CIR2;22/9/2015 0:00:00;1;R1;Elong 2;4.00
Camarate;CIR1;22/9/2015 0:00:00;9;R2;Elong 1;2.90
Camarate;CIR2;22/9/2015 0:00:00;5;R2;Elong 2;5.50
Camarate;CIR1;22/9/2015 0:00:00;6;R2;Elong 1;6.00
Camarate;CIR2;22/9/2015 0:00:00;1;R3;Elong 1;6.00
Camarate;CIR2;22/9/2015 0:00:00;3;R3;Elong 3;2.90
Camarate;CIR2;22/9/2015 0:00:00;4;R1;Elong 3;1.50
Camarate;CIR2;22/9/2015 0:00:00;4;R2;Elong 3;1.60
Camarate;CIR2;22/9/2015 0:00:00;4;R3;Elong 3;3.40
Camarate;CIR2;22/9/2015 0:00:00;5;R1;Elong 3;4.20
Camarate;CIR2;22/9/2015 0:00:00;5;R2;Elong 3;2.20
Camarate;CIR1;22/9/2015 0:00:00;4;R1;Elong 1;5.60
Camarate;CIR1;22/9/2015 0:00:00;4;R2;Elong 1;4.30
Camarate;CIR1;22/9/2015 0:00:00;4;R3;Elong 1;9.20
Camarate;CIR1;22/9/2015 0:00:00;5;R1;Elong 1;2.00
Camarate;CIR1;22/9/2015 0:00:00;5;R2;Elong 1;7.50
Camarate;CIR2;22/9/2015 0:00:00;9;R3;Elong 3;1.80
Camarate;CIR1;22/9/2015 0:00:00;6;R1;Elong 1;3.40
Camarate;CIR2;22/9/2015 0:00:00;9;R2;Elong 3;2.10
Camarate;CIR1;22/9/2015 0:00:00;6;R3;Elong 1;2.60
Camarate;CIR1;22/9/2015 0:00:00;7;R1;Elong 1;1.60
Camarate;CIR2;22/9/2015 0:00:00;5;R3;Elong 3;7.00
Camarate;CIR2;22/9/2015 0:00:00;6;R1;Elong 3;3.30
Camarate;CIR2;22/9/2015 0:00:00;6;R2;Elong 3;3.70
Camarate;CIR2;22/9/2015 0:00:00;6;R3;Elong 3;1.90
Camarate;CIR2;22/9/2015 0:00:00;7;R1;Elong 3;1.50
Camarate;CIR2;22/9/2015 0:00:00;7;R2;Elong 3;2.60
Camarate;CIR2;22/9/2015 0:00:00;7;R3;Elong 3;2.00
Camarate;CIR2;22/9/2015 0:00:00;8;R1;Elong 3;2.20
Camarate;CIR2;22/9/2015 0:00:00;8;R2;Elong 3;0.90
Camarate;CIR2;22/9/2015 0:00:00;8;R3;Elong 3;2.60
Camarate;CIR2;22/9/2015 0:00:00;3;R1;Elong 3;4.00
Camarate;CIR1;22/9/2015 0:00:00;5;R3;Elong 1;2.00
Camarate;CSR1;30/9/2015 0:00:00;3;R1;Elong 2;37.00
Camarate;CSR2;30/9/2015 0:00:00;1;R3;Elong 2;5.00
Camarate;CSR2;30/9/2015 0:00:00;2;R1;Elong 2;3.10
Camarate;CSR2;30/9/2015 0:00:00;2;R2;Elong 2;5.50
Camarate;CSR2;30/9/2015 0:00:00;2;R3;Elong 2;6.50
Camarate;CSR2;30/9/2015 0:00:00;3;R1;Elong 2;6.50
Camarate;CSR2;30/9/2015 0:00:00;3;R2;Elong 2;4.50
Camarate;CSR2;30/9/2015 0:00:00;3;R3;Elong 2;3.50
Camarate;CSR2;30/9/2015 0:00:00;4;R1;Elong 2;1.20
Camarate;CSR2;30/9/2015 0:00:00;1;R2;Elong 1;11.00
Camarate;CSR1;30/9/2015 0:00:00;3;R2;Elong 2;132.00
Camarate;CSR1;30/9/2015 0:00:00;4;R1;Elong 2;40.00
Camarate;CSR1;30/9/2015 0:00:00;2;R3;Elong 2;60.00
Camarate;CSR1;30/9/2015 0:00:00;2;R2;Elong 2;41.00
Camarate;CSR1;30/9/2015 0:00:00;2;R1;Elong 2;30.00
Camarate;CSR1;30/9/2015 0:00:00;1;R3;Elong 2;52.00
Camarate;CSR1;30/9/2015 0:00:00;1;R2;Elong 2;32.00
Camarate;CSR1;30/9/2015 0:00:00;1;R1;Elong 2;42.00
Camarate;CSR2;30/9/2015 0:00:00;4;R2;Elong 2;3.30
Camarate;CSR2;30/9/2015 0:00:00;4;R3;Elong 2;3.60
Camarate;CSR2;30/9/2015 0:00:00;5;R1;Elong 2;8.00
Camarate;CSR1;30/9/2015 0:00:00;3;R3;Elong 2;35.00
Camarate;CSR1;30/9/2015 0:00:00;10;R1;Elong 2;24.00
Camarate;CSR1;30/9/2015 0:00:00;6;R3;Elong 2;25.00
Camarate;CSR1;30/9/2015 0:00:00;7;R1;Elong 2;30.00
Camarate;CSR1;30/9/2015 0:00:00;7;R1;Elong 2;41.00
Camarate;CSR1;30/9/2015 0:00:00;7;R2;Elong 2;30.00
Camarate;CSR1;30/9/2015 0:00:00;7;R3;Elong 2;16.00
Camarate;CSR1;30/9/2015 0:00:00;8;R1;Elong 2;57.00
Camarate;CSR1;30/9/2015 0:00:00;8;R2;Elong 2;80.00
Camarate;CSR1;30/9/2015 0:00:00;8;R3;Elong 2;11.00
Camarate;CSR1;30/9/2015 0:00:00;9;R1;Elong 2;50.00
Camarate;CSR2;30/9/2015 0:00:00;1;R2;Elong 2;0.00
Camarate;CSR1;30/9/2015 0:00:00;9;R3;Elong 2;26.00
Camarate;CSR2;30/9/2015 0:00:00;1;R1;Elong 2;2.10
Camarate;CSR1;30/9/2015 0:00:00;10;R2;Elong 2;18.00
Camarate;CSR1;30/9/2015 0:00:00;10;R3;Elong 2;35.00
Camarate;CSR1;30/9/2015 0:00:00;6;R1;Elong 2;20.00
Camarate;CSR1;30/9/2015 0:00:00;5;R3;Elong 2;51.00
Camarate;CSR1;30/9/2015 0:00:00;5;R2;Elong 2;49.00
Camarate;CSR1;30/9/2015 0:00:00;5;R1;Elong 2;45.00
Camarate;CSR1;30/9/2015 0:00:00;4;R3;Elong 2;30.00
Camarate;CSR1;30/9/2015 0:00:00;4;R2;Elong 2;23.00
Camarate;CSR2;30/9/2015 0:00:00;6;R1;Elong 2;5.20
Camarate;CSR1;30/9/2015 0:00:00;9;R2;Elong 2;54.00
Camarate;CSR2;30/9/2015 0:00:00;7;R2;Elong 1;5.90
Camarate;CSR2;30/9/2015 0:00:00;5;R2;Elong 2;7.00
Camarate;CSR2;30/9/2015 0:00:00;4;R1;Elong 1;3.00
Camarate;CSR2;30/9/2015 0:00:00;4;R2;Elong 1;2.20
Camarate;CSR2;30/9/2015 0:00:00;4;R3;Elong 1;4.40
Camarate;CSR2;30/9/2015 0:00:00;5;R1;Elong 1;4.60
Camarate;CSR2;30/9/2015 0:00:00;5;R2;Elong 1;4.00
Camarate;CSR2;30/9/2015 0:00:00;5;R3;Elong 1;4.50
Camarate;CSR2;30/9/2015 0:00:00;6;R1;Elong 1;6.30
Camarate;CSR2;30/9/2015 0:00:00;6;R2;Elong 1;9.00
Camarate;CSR2;30/9/2015 0:00:00;2;R3;Elong 1;6.00
Camarate;CSR2;30/9/2015 0:00:00;7;R1;Elong 1;6.00
Camarate;CSR2;30/9/2015 0:00:00;2;R2;Elong 1;6.00
Camarate;CSR2;30/9/2015 0:00:00;7;R3;Elong 1;9.60
Camarate;CSR2;30/9/2015 0:00:00;8;R1;Elong 1;2.20
Camarate;CSR2;30/9/2015 0:00:00;8;R2;Elong 1;4.50
Camarate;CSR2;30/9/2015 0:00:00;8;R3;Elong 1;3.00
Camarate;CSR2;30/9/2015 0:00:00;9;R1;Elong 1;8.00
Camarate;CSR2;30/9/2015 0:00:00;9;R2;Elong 1;3.60
Camarate;CSR2;30/9/2015 0:00:00;9;R3;Elong 1;5.00
Camarate;CSR2;30/9/2015 0:00:00;10;R1;Elong 1;5.40
Camarate;CSR2;30/9/2015 0:00:00;10;R2;Elong 1;4.10
Camarate;CSR2;30/9/2015 0:00:00;6;R3;Elong 1;3.50
Camarate;CSR2;30/9/2015 0:00:00;9;R2;Elong 2;2.60
Camarate;CSR2;30/9/2015 0:00:00;10;R3;Elong 1;2.20
Camarate;CSR2;30/9/2015 0:00:00;6;R2;Elong 2;8.00
Camarate;CSR2;30/9/2015 0:00:00;6;R3;Elong 2;4.00
Camarate;CSR2;30/9/2015 0:00:00;7;R1;Elong 2;7.00
Camarate;CSR2;30/9/2015 0:00:00;7;R2;Elong 2;2.30
Camarate;CSR2;30/9/2015 0:00:00;7;R3;Elong 2;3.30
Camarate;CSR2;30/9/2015 0:00:00;8;R1;Elong 2;2.60
Camarate;CSR2;30/9/2015 0:00:00;8;R2;Elong 2;1.60
Camarate;CSR2;30/9/2015 0:00:00;8;R3;Elong 2;5.00
Camarate;CSR2;30/9/2015 0:00:00;3;R2;Elong 1;6.00
Camarate;CSR2;30/9/2015 0:00:00;9;R2;Elong 2;3.80
Camarate;CSR2;30/9/2015 0:00:00;5;R3;Elong 2;7.90
Camarate;CSR2;30/9/2015 0:00:00;9;R3;Elong 2;4.50
Camarate;CSR2;30/9/2015 0:00:00;10;R1;Elong 2;3.90
Camarate;CSR2;30/9/2015 0:00:00;10;R2;Elong 2;2.60
Camarate;CSR2;30/9/2015 0:00:00;10;R3;Elong 2;3.00
Camarate;CSR2;30/9/2015 0:00:00;3;R1;Elong 1;4.40
Camarate;CSR1;30/9/2015 0:00:00;6;R2;Elong 2;20.00
Camarate;CSR2;30/9/2015 0:00:00;1;R1;Elong 1;5.80
Camarate;CSR2;30/9/2015 0:00:00;1;R3;Elong 1;6.00
Camarate;CSR2;30/9/2015 0:00:00;2;R1;Elong 1;1.80
Camarate;CSR2;30/9/2015 0:00:00;9;R1;Elong 2;9.00
Camarate;CSR1;30/9/2015 0:00:00;6;R3;Elong 3;70.00
Camarate;CSR2;30/9/2015 0:00:00;6;R2;Elong 3;7.80
Camarate;CSR1;30/9/2015 0:00:00;9;R2;Elong 3;46.00
Camarate;CSR1;30/9/2015 0:00:00;9;R1;Elong 3;55.00
Camarate;CSR1;30/9/2015 0:00:00;8;R3;Elong 3;16.00
Camarate;CSR1;30/9/2015 0:00:00;8;R2;Elong 3;56.00
Camarate;CSR1;30/9/2015 0:00:00;8;R1;Elong 3;48.00
Camarate;CSR1;30/9/2015 0:00:00;10;R3;Elong 3;40.00
Camarate;CSR1;30/9/2015 0:00:00;7;R2;Elong 3;50.00
Camarate;CSR2;30/9/2015 0:00:00;1;R1;Elong 3;3.40
Camarate;CSR1;30/9/2015 0:00:00;6;R2;Elong 3;31.00
Camarate;CSR1;30/9/2015 0:00:00;6;R1;Elong 3;19.00
Camarate;CSR1;30/9/2015 0:00:00;5;R3;Elong 3;57.00
Camarate;CSR1;30/9/2015 0:00:00;5;R2;Elong 3;26.00
Camarate;CSR1;30/9/2015 0:00:00;5;R1;Elong 3;70.00
Camarate;CSR1;30/9/2015 0:00:00;4;R3;Elong 3;26.00
Camarate;CSR1;30/9/2015 0:00:00;7;R3;Elong 3;18.00
Camarate;CSR2;30/9/2015 0:00:00;3;R2;Elong 3;6.50
Camarate;CSR2;30/9/2015 0:00:00;6;R1;Elong 3;3.00
Camarate;CSR2;30/9/2015 0:00:00;5;R3;Elong 3;8.30
Camarate;CSR2;30/9/2015 0:00:00;5;R2;Elong 3;4.70
Camarate;CSR2;30/9/2015 0:00:00;5;R1;Elong 3;4.30
Camarate;CSR2;30/9/2015 0:00:00;4;R3;Elong 3;2.10
Camarate;CSR2;30/9/2015 0:00:00;4;R2;Elong 3;2.80
Camarate;CSR1;30/9/2015 0:00:00;10;R1;Elong 3;29.00
Camarate;CSR2;30/9/2015 0:00:00;3;R3;Elong 3;3.00
Camarate;CSR1;30/9/2015 0:00:00;3;R3;Elong 3;70.00
Camarate;CSR2;30/9/2015 0:00:00;3;R1;Elong 3;2.10
Camarate;CSR2;30/9/2015 0:00:00;2;R3;Elong 3;3.00
Camarate;CSR2;30/9/2015 0:00:00;2;R2;Elong 3;3.00
Camarate;CSR2;30/9/2015 0:00:00;2;R1;Elong 3;2.90
Camarate;CSR2;30/9/2015 0:00:00;1;R3;Elong 3;3.50
Camarate;CSR2;30/9/2015 0:00:00;1;R2;Elong 3;0.00
Camarate;CSR2;30/9/2015 0:00:00;4;R1;Elong 3;13.10
Camarate;CSR1;30/9/2015 0:00:00;9;R1;Elong 1;60.00
Camarate;CSR1;30/9/2015 0:00:00;6;R2;Elong 1;61.00
Camarate;CSR1;30/9/2015 0:00:00;6;R3;Elong 1;42.00
Camarate;CSR1;30/9/2015 0:00:00;7;R1;Elong 1;34.00
Camarate;CSR1;30/9/2015 0:00:00;7;R2;Elong 1;35.00
Camarate;CSR1;30/9/2015 0:00:00;7;R3;Elong 1;25.00
Camarate;CSR1;30/9/2015 0:00:00;8;R1;Elong 1;15.00
Camarate;CSR1;30/9/2015 0:00:00;4;R2;Elong 3;21.00
Camarate;CSR1;30/9/2015 0:00:00;8;R3;Elong 1;23.00
Camarate;CSR1;30/9/2015 0:00:00;5;R2;Elong 1;51.00
Camarate;CSR1;30/9/2015 0:00:00;9;R2;Elong 1;38.00
Camarate;CSR1;30/9/2015 0:00:00;9;R3;Elong 1;20.00
Camarate;CSR1;30/9/2015 0:00:00;10;R1;Elong 1;50.00
Camarate;CSR1;30/9/2015 0:00:00;10;R2;Elong 1;26.00
Camarate;CSR1;30/9/2015 0:00:00;10;R3;Elong 1;45.00
Camarate;CSR2;30/9/2015 0:00:00;3;R3;Elong 1;2.80
Camarate;CSR1;30/9/2015 0:00:00;8;R2;Elong 1;40.00
Camarate;CSR1;30/9/2015 0:00:00;1;R1;Elong 3;36.00
Camarate;CSR1;30/9/2015 0:00:00;10;R2;Elong 3;30.00
Camarate;CSR1;30/9/2015 0:00:00;3;R2;Elong 3;68.00
Camarate;CSR1;30/9/2015 0:00:00;3;R1;Elong 3;24.00
Camarate;CSR1;30/9/2015 0:00:00;2;R3;Elong 3;80.00
Camarate;CSR1;30/9/2015 0:00:00;2;R2;Elong 3;19.00
Camarate;CSR1;30/9/2015 0:00:00;2;R1;Elong 3;25.00
Camarate;CSR1;30/9/2015 0:00:00;6;R1;Elong 1;61.00
Camarate;CSR1;30/9/2015 0:00:00;1;R2;Elong 3;40.00
Camarate;CSR1;30/9/2015 0:00:00;5;R3;Elong 1;50.00
Camarate;CSR1;30/9/2015 0:00:00;3;R2;Elong 1;111.00
Camarate;CSR1;30/9/2015 0:00:00;3;R3;Elong 1;40.00
Camarate;CSR1;30/9/2015 0:00:00;4;R1;Elong 1;20.00
Camarate;CSR1;30/9/2015 0:00:00;4;R2;Elong 1;24.00
Camarate;CSR1;30/9/2015 0:00:00;4;R3;Elong 1;24.00
Camarate;CSR1;30/9/2015 0:00:00;5;R1;Elong 1;30.00
Camarate;CSR1;30/9/2015 0:00:00;4;R1;Elong 3;35.00
Camarate;CSR1;30/9/2015 0:00:00;1;R3;Elong 3;30.00
Camarate;CSR1;30/9/2015 0:00:00;1;R1;Elong 1;56.00
Camarate;CSR1;30/9/2015 0:00:00;2;R1;Elong 1;56.00
Camarate;CSR2;30/9/2015 0:00:00;6;R3;Elong 3;2.00
Camarate;CSR1;30/9/2015 0:00:00;9;R3;Elong 3;32.00
Camarate;CSR1;30/9/2015 0:00:00;1;R2;Elong 1;30.00
Camarate;CSR1;30/9/2015 0:00:00;1;R3;Elong 1;50.00
Camarate;CSR1;30/9/2015 0:00:00;3;R1;Elong 1;44.00
Camarate;CSR1;30/9/2015 0:00:00;2;R3;Elong 1;70.00
Camarate;CSR1;30/9/2015 0:00:00;2;R2;Elong 1;46.00
Camarate;CSR2;30/9/2015 0:00:00;10;R3;Elong 3;5.00
Camarate;CSR2;30/9/2015 0:00:00;7;R3;Elong 3;26.10
Camarate;CSR2;30/9/2015 0:00:00;7;R1;Elong 3;6.50
Camarate;CSR2;30/9/2015 0:00:00;10;R2;Elong 3;4.00
Camarate;CSR2;30/9/2015 0:00:00;7;R2;Elong 3;7.60
Camarate;CSR2;30/9/2015 0:00:00;8;R1;Elong 3;4.40
Camarate;CSR2;30/9/2015 0:00:00;8;R2;Elong 3;1.80
Camarate;CSR2;30/9/2015 0:00:00;8;R3;Elong 3;4.50
Camarate;CSR2;30/9/2015 0:00:00;9;R1;Elong 3;5.00
Camarate;CSR2;30/9/2015 0:00:00;9;R3;Elong 3;9.70
Camarate;CSR2;30/9/2015 0:00:00;10;R1;Elong 3;9.60
Cañar;CIR1;22/9/2011 0:00:00;1;R3;Elong 1;10.00
Cañar;CSR2;22/9/2011 0:00:00;2;R3;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;2;R2;Elong 1;1.00
Cañar;CIR1;22/9/2011 0:00:00;1;R1;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;1;R1;Elong 1;2.00
Cañar;CSR1;22/9/2011 0:00:00;1;R2;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;1;R3;Elong 1;22.00
Cañar;CSR2;22/9/2011 0:00:00;3;R3;Elong 1;7.00
Cañar;CSR1;22/9/2011 0:00:00;2;R3;Elong 1;1.00
Cañar;CSR1;22/9/2011 0:00:00;2;R1;Elong 1;2.00
Cañar;CSR1;22/9/2011 0:00:00;3;R1;Elong 1;4.00
Cañar;CSR2;22/9/2011 0:00:00;1;R3;Elong 1;1.00
Cañar;CSR2;22/9/2011 0:00:00;3;R1;Elong 1;11.00
Cañar;CSR2;22/9/2011 0:00:00;2;R2;Elong 1;1.00
Cañar;CIR1;22/9/2011 0:00:00;2;R2;Elong 1;4.00
Cañar;CIR1;22/9/2011 0:00:00;5;R1;Elong 1;4.00
Cañar;CSR1;22/9/2011 0:00:00;3;R2;Elong 1;1.00
Cañar;CIR1;22/9/2011 0:00:00;7;R1;Elong 1;2.00
Cañar;CSR2;22/9/2011 0:00:00;3;R2;Elong 1;12.00
Cañar;CIR1;22/9/2011 0:00:00;10;R3;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;10;R2;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;10;R1;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;9;R3;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;9;R2;Elong 1;6.00
Cañar;CIR1;22/9/2011 0:00:00;9;R1;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;8;R3;Elong 1;7.00
Cañar;CIR1;22/9/2011 0:00:00;8;R2;Elong 1;5.00
Cañar;CIR1;22/9/2011 0:00:00;8;R1;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;4;R2;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;7;R2;Elong 1;1.00
Cañar;CIR1;22/9/2011 0:00:00;2;R3;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;6;R3;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;6;R2;Elong 1;4.00
Cañar;CIR1;22/9/2011 0:00:00;6;R1;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;5;R3;Elong 1;4.00
Cañar;CIR1;22/9/2011 0:00:00;5;R2;Elong 1;4.00
Cañar;CSR2;22/9/2011 0:00:00;5;R1;Elong 1;8.00
Cañar;CIR1;22/9/2011 0:00:00;4;R3;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;4;R1;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;3;R3;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;3;R2;Elong 1;3.00
Cañar;CIR1;22/9/2011 0:00:00;3;R1;Elong 1;2.00
Cañar;CIR1;22/9/2011 0:00:00;7;R3;Elong 1;2.00
Cañar;CSR2;22/9/2011 0:00:00;2;R1;Elong 2;7.00
Cañar;CSR2;22/9/2011 0:00:00;4;R2;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;9;R2;Elong 1;10.00
Cañar;CSR1;22/9/2011 0:00:00;9;R1;Elong 1;8.00
Cañar;CSR1;22/9/2011 0:00:00;8;R3;Elong 1;4.00
Cañar;CSR1;22/9/2011 0:00:00;8;R2;Elong 1;1.00
Cañar;CSR1;22/9/2011 0:00:00;8;R1;Elong 1;2.00
Cañar;CSR1;22/9/2011 0:00:00;7;R3;Elong 1;4.00
Cañar;CSR1;22/9/2011 0:00:00;7;R2;Elong 1;5.00
Cañar;CSR1;22/9/2011 0:00:00;7;R1;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;10;R1;Elong 1;3.00
Cañar;CSR1;22/9/2011 0:00:00;6;R2;Elong 1;5.00
